author;date;genre;title;museum;type;imgURL
Paul Cezanne;1839 ð 1906;Post-Impressionism;L'Estaque;;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/1d/L%27Estaque_aux_toits_rouges%2C_par_Paul_C%C3%A9zanne.jpg
Paul Cezanne;1839 ð 1906;Post-Impressionism;Houses in Provence: The Riaux Valley near L'Estaque;;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/30/Paul_C%C3%A9zanne_-_Houses_in_Provence-_The_Riaux_Valley_near_L%27Estaque_-_Google_Art_Project.jpg
Paul Cezanne;1839 ð 1906;Post-Impressionism;The Bay of Marseilles, view from L'Estaque;;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/2f/Paul_C%C3%A9zanne_-_The_Bay_of_Marseilles%2C_Seen_from_L%27Estaque_-_Google_Art_Project.jpg
Paul Cezanne;1839 ð 1906;Post-Impressionism;Jas de Bouffan;Minneapolis Institute of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/c/c0/Paul_C%C3%A9zanne_-_Chestnut_Trees_at_Jas_de_Bouffan_-_Google_Art_Project.jpg
Paul Cezanne;1839 ð 1906;Post-Impressionism;Bather;Museum of Modern Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e3/Paul_C%C3%A9zanne_-_Le_Grand_Baigneur_-_Google_Art_Project.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;Landscape at Saint-Ouen;Metropolitan Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/38/Georges_Seurat_-_Landscape_at_Saint-Ouen_PC_7.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;Flowers in a vase;Fogg Museum;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/68/Georges_Seurat%2C_c.1879-81%2C_Vase_of_Flowers%2C_oil_on_canvas%2C_46.3_x_38.5_cm%2C_Fogg_Museum.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;Overgrown slope;Dallas Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/9e/Georges_Seurat_010.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;The Suburbs;Musðe d'art moderne de Troyes;Tableau;https://upload.wikimedia.org/wikipedia/commons/5/53/Georges_Seurat_007.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;Fishing in The Seine;;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/11/Seurat_Pescatori.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;The Laborers;National Gallery of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/39/Georges_Seurat_048.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;Study for A Sunday Afternoon on the Island of La Grande Jatte,;Metropolitan Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/18/Georges_Seurat_034.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;View of Fort Samson;Hermitage Museum;Tableau;https://upload.wikimedia.org/wikipedia/commons/5/5d/Georges_Seurat_-_View_of_Fort_Samson.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;The Seine and la Grande Jatte ð Springtime;Royal Museums of Fine Arts of Belgium;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/96/Georges_Seurat_026.jpg
Georges Seurat;1859 ð 1891;Post-Impressionism;ModelsLes Poseuses;Barnes Foundation;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/19/Georges_Seurat_-_Les_Poseuses.jpg
Marc Chagall;1887 - 1985;Primitivism;To My Betrothed;Philadelphia Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/en/d/de/Marc_Chagall%2C_1911%2C_To_My_Betrothed%2C_gouache%2C_watercolor%2C_metallic_paint%2C_charcoal%2C_and_ink_on_paper%2C_mounted_on_cardboard%2C_61_x_44.5_cm%2C_Philadelphia_Museum_of_Art.jpg
Marc Chagall;1887 - 1985;Primitivism;I and the Village;Museum of Modern Art;Tableau;https://upload.wikimedia.org/wikipedia/en/d/d1/Marc_Chagall%2C_1911%2C_I_and_the_Village%2C_oil_on_canvas%2C_192.1_x_151.4_cm%2C_Museum_of_Modern_Art%2C_New_York.jpg
Marc Chagall;1887 - 1985;Primitivism;A la Russie, aux ðnes et aux autresTo Russia, Asses and Others;Musðe National d'Art Moderne;Tableau;https://upload.wikimedia.org/wikipedia/en/5/50/Marc_Chagall%2C_1911%2C_A_la_Russie%2C_aux_%C3%A2nes_et_aux_autres_%28To_Russia%2C_Asses_and_Others%29%2C_oil_on_canvas%2C_157_x_122_cm%2C_Mus%C3%A9e_National_d%27Art_Moderne%2C_Centre_Pompidou.jpg
Marc Chagall;1887 - 1985;Primitivism;Trois heures et demie (Le poðte), Half-Past Three (The Poet) Halb vier Uhr;Philadelphia Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/en/6/64/Marc_Chagall%2C_1911%2C_Trois_heures_et_demie_%28Le_po%C3%A8te%29%2C_Half-Past_Three_%28The_Poet%29%2C_oil_on_canvas%2C_195.9_x_144.8_cm%2C_Philadelphia_Museum_of_Art.jpg
Marc Chagall;1887 - 1985;Primitivism;Hommage ð ApollinaireAdam et ðve;;Tableau;https://upload.wikimedia.org/wikipedia/en/a/a8/Marc_Chagall%2C_1911-12%2C_Hommage_%C3%A0_Apollinaire%2C_or_Adam_et_%C3%88ve_%28study%29%2C_gouache%2C_watercolor%2C_ink_wash%2C_pen_and_ink_and_collage_on_paper%2C_21_x_17.5_cm.jpg
Marc Chagall;1887 - 1985;Primitivism;Le saint voiturierThe Holy Coachman;;Tableau;https://upload.wikimedia.org/wikipedia/en/3/34/Marc_Chagall%2C_1911-12%2C_Le_saint_voiturier_%28The_Holy_Coachman%29%2C_oil_on_canvas%2C_148_x_117.5_cm%2C_private_collection.jpg
Marc Chagall;1887 - 1985;Primitivism;Paris par la fenðtreParis Through the Window;Solomon R. Guggenheim Museum;Tableau;https://upload.wikimedia.org/wikipedia/en/1/17/Marc_Chagall%2C_1913%2C_Paris_par_la_fen%C3%AAtre_%28Paris_Through_the_Window%29%2C_oil_on_canvas%2C_136_x_141.9_cm%2C_Solomon_R._Guggenheim_Museum%2C_New_York.jpg
Marc Chagall;1887 - 1985;Primitivism;La femme enceinteMaternitð;Stedelijk Museum;Tableau;https://upload.wikimedia.org/wikipedia/en/1/1c/Marc_Chagall%2C_1913%2C_La_femme_enceinte_%28Maternit%C3%A9%29%2C_oil_on_canvas%2C_193_x_116_cm%2C_Stedelijk_Museum%2C_Amsterdam.jpg
Marc Chagall;1887 - 1985;Primitivism;The gates of the cemetery;;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/23/%22The_Cemetery_Gates%22%2C_Marc_Chagall_%281917%29_Mus%C3%A9e_d%27art_et_d%27histoire_du_Juda%C3%AFsme.jpg
Henri Rousseau;1844 ð 1910;Primitivism;A Carnival Evening,;Philadelphia Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/2b/Henri_Rousseau_-_A_Carnival_Evening.jpg
Henri Rousseau;1844 ð 1910;Primitivism;Self Portrait;;Tableau;https://upload.wikimedia.org/wikipedia/commons/4/40/Henri_Rousseau_-_Myself-_Portrait_%E2%80%93_Landscape_-_Google_Art_Project.jpg
Henri Rousseau;1844 ð 1910;Primitivism;Le Moulin (The Mill);Musðe Maillol;Tableau;https://upload.wikimedia.org/wikipedia/commons/b/be/Henri_Rousseau_-_Le_Moulin.jpg
Henri Rousseau;1844 ð 1910;Primitivism;Boy on the Rocks;National Gallery of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/9c/Boy_on_the_Rocks_-_1895-7_-_Henri_Rousseau.jpg
Henri Rousseau;1844 ð 1910;Primitivism;The Sleeping Gypsy;MoMA;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/06/La_Boh%C3%A9mienne_endormie.jpg
Henri Rousseau;1844 ð 1910;Primitivism;La tour Eiffel peinte par Henri Rousseau;Houston Museum of Fine Arts;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e8/Douanier_Rousseau_tour_Eiffel.jpg
Henri Rousseau;1844 ð 1910;Primitivism;Self-portrait of the Artist with a Lamp;;Tableau;https://upload.wikimedia.org/wikipedia/commons/f/fc/Henri_Rousseau_-_Self-portrait_of_the_Artist_with_a_Lamp.jpg
Henri Rousseau;1844 ð 1910;Primitivism;The Merry Jesters;;Tableau;https://upload.wikimedia.org/wikipedia/commons/7/78/Henri_Rousseau_-_The_Merry_Jesters.jpg
Henri Rousseau;1844 ð 1910;Primitivism;The Flamingoes;;Tableau;https://upload.wikimedia.org/wikipedia/commons/b/b9/Henri_Rousseau_-_The_Flamingoes.jpg
Henri Rousseau;1844 ð 1910;Primitivism;The Snake Charmer;The Snake Charmer;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/38/HENRI_ROUSSEAU_-_La_Encantadora_de_Serpientes_%28Museo_de_Orsay%2C_Par%C3%ADs%2C_1907._%C3%93leo_sobre_lienzo%2C_169_x_189.5_cm%29.jpg
Gustave Courbet;1819 - 1877;Realism;Femme nue couchðe,;;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/1a/Gustave_Courbet%2C_Femme_nue_couch%C3%A9e%2C_1862.jpg
Gustave Courbet;1819 - 1877;Realism;Portrait of Jo (La belle Irlandaise)Sleep;Metropolitan Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/0b/Gustave_Courbet_-_Jo%2C_the_Beautiful_Irish_Girl_-_Google_Art_Project.jpg
Gustave Courbet;1819 - 1877;Realism;Le Sommeil (Sleep);;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e9/The_Sleepers_by_Gustave_Courbet.jpg
Gustave Courbet;1819 - 1877;Realism;Young Bather;;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/62/Gustave_Courbet_-_Young_Bather.jpg
Gustave Courbet;1819 - 1877;Realism;The Origin of the WorldL'Origine du monde;Musðe d'Orsay;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/3f/Origin-of-the-World.jpg
Gustave Courbet;1819 - 1877;Realism;Self-Portrait with a Black Dog;;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/1a/Selbstbildnis_mit_schwarzem_Hund.jpg
Gustave Courbet;1819 - 1877;Realism;Self-portrait;;Tableau;https://upload.wikimedia.org/wikipedia/commons/a/ad/Gustave_Courbet_-_Self-Portrait_%28Courbet_with_Black_Dog%29_-_WGA05478.jpg
Gustave Courbet;1819 - 1877;Realism;Self-portrait (The Desperate Man);;Tableau;https://upload.wikimedia.org/wikipedia/commons/8/8f/Gustave_Courbet_-_Le_D%C3%A9sesp%C3%A9r%C3%A9_%281843%29.jpg
Gustave Courbet;1819 - 1877;Realism;The Cellist, Self-portrait;Nationalmuseum;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/09/The_Cellist%2C_Self-Portrait_1847_Gustave_Courbet.jpg
Gustave Courbet;1819 - 1877;Realism;Artist at His Easel;;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e3/Gustave_Courbet_-_Artist_at_His_Easel_-_WGA05523.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;Madonna of the Carnation;Alte Pinakothek;Tableau;https://upload.wikimedia.org/wikipedia/commons/7/70/Leonardo_da_Vinci_Madonna_of_the_Carnation.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;Landscape of the Arno Valley;;Tableau;https://upload.wikimedia.org/wikipedia/commons/b/b6/Paisagem_do_Arno_-_Leonardo_da_Vinci.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;Ginevra de' Benci;National Gallery of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/39/Leonardo_da_Vinci_-_Ginevra_de%27_Benci_-_Google_Art_Project.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;Benois Madonna;Hermitage;Tableau;https://upload.wikimedia.org/wikipedia/commons/c/c7/Madonna_benois_01.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;;Bernardo Bandini Baroncelli;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/2f/Leonardo_da_Vinci_-_Hanging_of_Bernardo_Baroncelli_1479.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;Head of a Woman;Royal Library of Turin;Tableau;https://upload.wikimedia.org/wikipedia/commons/b/b5/Leonardo_da_vinci%2C_Head_of_a_girl_01.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;Portrait of a Musician;Pinacoteca Ambrosiana;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/6a/Leonardo_da_Vinci_-_Portrait_of_a_Musician_-_Pinacoteca_Ambrosiana.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;Vitruvian Man;Accademia;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/26/Da_Vinci_Vitruve_Luc_Viatour_%28cropped%29.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;;Leonardo's horse;Tableau;https://upload.wikimedia.org/wikipedia/commons/5/54/Study_of_horse.jpg
Leonardo da Vinci;1452 - 1519;Renaissance;La Belle Ferronniðre;;Tableau;https://upload.wikimedia.org/wikipedia/commons/c/c3/Leonardo_da_Vinci_%28attrib%29-_la_Belle_Ferroniere.jpg
Michelangelo;1475 ð 1564;Renaissance;Madonna of the Steps;;Tableau;https://upload.wikimedia.org/wikipedia/commons/b/b2/Buonarotti-scala.jpg
Michelangelo;1475 ð 1564;Renaissance;Taddei Tondo;;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/22/Taddei_Tondo.JPG
Michelangelo;1475 ð 1564;Renaissance;Madonna and Child;Madonna and Child;Tableau;https://upload.wikimedia.org/wikipedia/commons/8/80/Madonna_michelangelo1.jpg
Michelangelo;1475 ð 1564;Renaissance;Doni Tondo;;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e1/Tondo_Doni%2C_por_Miguel_%C3%81ngel.jpg
Michelangelo;1475 ð 1564;Renaissance;;;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/31/Angel_by_Michelangelo_-_3.JPG
Michelangelo;1475 ð 1564;Renaissance;Bacchus;;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/2d/Michelangelo_Bacchus.jpg
Michelangelo;1475 ð 1564;Renaissance;Dying Slave;Louvre;Tableau;https://upload.wikimedia.org/wikipedia/commons/8/86/%27Dying_Slave%27_Michelangelo_JBU001.jpg
Michelangelo;1475 ð 1564;Renaissance;Atlas Slave;;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/97/Michelangelo_-_Atlas.jpg
Michelangelo;1475 ð 1564;Renaissance;The Drunkenness of Noah;;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/07/Ivresse_de_noe.jpg
Michelangelo;1475 ð 1564;Renaissance;The Deluge;;Tableau;https://upload.wikimedia.org/wikipedia/commons/d/d6/Michelangelo%2C_Deluge_02.jpg
Pieter Bruegel;1525 - 1569;Renaissance;The Land of Cockaigne;Alte Pinakothek;Tableau;https://upload.wikimedia.org/wikipedia/commons/a/a5/Pieter_Bruegel_d._%C3%84._037.jpg
Pieter Bruegel;1525 - 1569;Renaissance;The Peasant and the Nest Robber;Kunsthistorisches Museum;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/9f/The_Peasant_and_the_Birdnester_Pieter_Bruegel_the_Elder_1568.jpeg
Pieter Bruegel;1525 - 1569;Renaissance;The Peasant Dance;Kunsthistorisches Museum;Tableau;https://upload.wikimedia.org/wikipedia/commons/a/aa/Pieter_Bruegel_The_Peasant_Dance.jpg
Pieter Bruegel;1525 - 1569;Renaissance;The Beggars (The Cripples);Louvre;Tableau;https://upload.wikimedia.org/wikipedia/commons/a/ae/Pieter_Bruegel_the_Elder_-_The_Cripples.JPG
Pieter Bruegel;1525 - 1569;Renaissance;A Pig Has to Go in a Sty;;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/37/Pieter_Bruegel_the_Elder_-_1557_-_A_Pig_Has_To_Go_in_a_Sty.jpg
Pieter Bruegel;1525 - 1569;Renaissance;The Fall of the Rebel Angels;Royal Museums of Fine Arts of Belgium;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/ec/Pieter_Bruegel_the_Elder_-_The_Fall_of_the_Rebel_Angels.JPG
Pieter Bruegel;1525 - 1569;Renaissance;Dulle Griet;Museum Mayer van den Bergh, Antwerp;Tableau;https://upload.wikimedia.org/wikipedia/commons/a/a8/Dulle_Griet%2C_by_Pieter_Brueghel_%28I%29.jpg
Pieter Bruegel;1525 - 1569;Renaissance;The Wedding Dance;The Detroit Institute of Arts;Tableau;https://upload.wikimedia.org/wikipedia/commons/4/40/Pieter_Bruegel_the_Elder_-_Wedding_Dance_in_the_Open_Air_-_WGA03505.jpg
Pieter Bruegel;1525 - 1569;Renaissance;The Census at Bethlehem;Royal Museums of Fine Arts of Belgium;Tableau;https://upload.wikimedia.org/wikipedia/commons/f/f3/Brueghel7.jpg
Francisco Goya;1746 - 1828;Romanticism;The Third of May 1808;Museo del Prado;Tableau;https://upload.wikimedia.org/wikipedia/commons/f/fd/El_Tres_de_Mayo%2C_by_Francisco_de_Goya%2C_from_Prado_thin_black_margin.jpg
Francisco Goya;1746 - 1828;Romanticism;The Second of May 1808;;Tableau;https://upload.wikimedia.org/wikipedia/commons/7/76/El_dos_de_mayo_de_1808_en_Madrid.jpg
Francisco Goya;1746 - 1828;Romanticism;Las mujeres dan valorThe women are courageous;;Tableau;https://upload.wikimedia.org/wikipedia/commons/5/58/Prado_-_Los_Desastres_de_la_Guerra_-_No._04_-_Las_mugeres_dan_valor.jpg
Francisco Goya;1746 - 1828;Romanticism;Y son fierasAnd they are fierceAnd they fight like wild beasts;;Tableau;https://upload.wikimedia.org/wikipedia/commons/5/5f/Prado_-_Los_Desastres_de_la_Guerra_-_No._05_-_Y_son_fieras.jpg
Francisco Goya;1746 - 1828;Romanticism;Esto es maloThis is bad;;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/12/Prado_-_Los_Desastres_de_la_Guerra_-_No._46_-_Esto_es_malo.jpg
Francisco Goya;1746 - 1828;Romanticism;Asð sucediðThis is how it happened;;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/00/Prado_-_Los_Desastres_de_la_Guerra_-_No._47_-_As%C3%AD_sucedi%C3%B3.jpg
William Turner;1775 - 1851;Romanticism;;Clare Hall;Tableau;https://upload.wikimedia.org/wikipedia/commons/f/f6/Joseph_Mallord_William_Turner_-_Clare_Hall_and_King%E2%80%99s_College_Chapel%2C_Cambridge%2C_from_the_Banks_of_the_River_Cam_-_Google_Art_Project.jpg
William Turner;1775 - 1851;Romanticism;Calais Pier;National Gallery;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e2/Joseph_Mallord_William_Turner_024.jpg
William Turner;1775 - 1851;Romanticism;Dutch Boats in a Gale;Willem van de Velde the Younger;Tableau;https://upload.wikimedia.org/wikipedia/commons/8/81/Joseph_Mallord_William_Turner_-_Dutch_Boats_in_a_Gale_-_WGA23163.jpg
William Turner;1775 - 1851;Romanticism;Snow Storm: Hannibal and his Army Crossing the Alps;Tate Britain;Tableau;https://upload.wikimedia.org/wikipedia/commons/f/f4/Joseph_Mallord_William_Turner_081.jpg
William Turner;1775 - 1851;Romanticism;Dort or Dordrecht: The Dort packet-boat from Rotterdam becalmed;Yale Center for British Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/08/DortorDordrecht.jpg
William Turner;1775 - 1851;Romanticism;The Burning of the Houses of Lords and Commons;Philadelphia Museum of Art;Tableau;https://upload.wikimedia.org/wikipedia/commons/c/c3/Joseph_Mallord_William_Turner%2C_English_-_The_Burning_of_the_Houses_of_Lords_and_Commons%2C_October_16%2C_1834_-_Google_Art_Project.jpg
William Turner;1775 - 1851;Romanticism;Wreckers Coast of Northumberland;;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/2a/Wreckers_Coast_of_Northumberland_Joseph_Mallord_William_Turner.jpeg
William Turner;1775 - 1851;Romanticism;Valley of Aosta: Snowstorm, Avalanche and Thunderstorm;Art Institute of Chicago;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e1/Chicago_art_inst_turner_vallee_aoste.JPG
William Turner;1775 - 1851;Romanticism;The Fighting Temeraire tugged to her last berth to be broken up;;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/30/The_Fighting_Temeraire%2C_JMW_Turner%2C_National_Gallery.jpg
William Turner;1775 - 1851;Romanticism;The Slave Ship;Museum of Fine Arts, Boston;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/26/Slave-ship.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;Mademoiselle Rose;Louvre;Tableau;https://upload.wikimedia.org/wikipedia/commons/5/53/Eug%C3%A8ne_Ferdinand_Victor_Delacroix_024.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;Orphan Girl at the Cemetery;Louvre;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/37/Eug%C3%A8ne_Delacroix_-_Jeune_orpheline_au_cimeti%C3%A8re_%28vers_1824%29.JPG
Eugene Delacroix;1798 ð 1863;Romanticism;Louis of Orlðans Unveiling his Mistress;Thyssen-Bornemisza Collection;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/61/Delacroix_Louis_dOrleans_devoilant_une_maitresse.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;Charles ðtienne Raymond Victor de Verninac;;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e1/Charles-Etienne-Raymond-Victor_de_Verninac_by_Delacroix.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;The Combat of the Giaour and Hassan;Art Institute of Chicago;Tableau;https://upload.wikimedia.org/wikipedia/commons/c/c8/Eug%C3%A8ne_Ferdinand_Victor_Delacroix_021.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;Woman with a Parrot;Museum of Fine Arts of Lyon;Tableau;https://upload.wikimedia.org/wikipedia/commons/c/c4/Delacroix%2C_Eug%C3%A8ne_Ferdinand_Victor_-_Woman_with_a_Parrot_-_1827.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;Woman With White Socks;Louvre;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/6c/Delacroix%2C_La_Femme_aux_bas_blancs.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;A Young Tiger Playing with its Mother;Louvre;Tableau;https://upload.wikimedia.org/wikipedia/commons/a/ad/Young_tiger_playing_with_its_mother.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;The Duke of Morny's Apartment;Louvre;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/0d/Eug%C3%A8ne_Delacroix%2C_%22Appartement_du_comte_de_Mornay_rue_de_Verneuil%22.jpg
Eugene Delacroix;1798 ð 1863;Romanticism;Portrait of Dr. Franðois-Marie Desmaisons;Detroit Institute of Arts;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/07/Delacroix_portrait_Desmaisons.JPG
Kazimir Malevich;1879 - 1935;Suprematism;Flower Girl;;Tableau;https://upload.wikimedia.org/wikipedia/commons/8/81/Flowergirl.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Bathers;;Tableau;https://upload.wikimedia.org/wikipedia/commons/0/0e/Bathers.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Winter;;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/67/Winter_Landscape_%28Malevich%2C_1930%29.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Taking in the Rye;;Tableau;https://upload.wikimedia.org/wikipedia/commons/3/3b/Taking_in_the_Rye_Kazimir_Malevich_1911.jpeg
Kazimir Malevich;1879 - 1935;Suprematism;Self-portrait;;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/e7/Self-Portrait_%281908_or_1910-1911%29_%28Kazimir_Malevich%29.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Head of a Peasant Girl;;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/61/Head_of_a_Peasant_Girl.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Bureau and Room;;Tableau;https://upload.wikimedia.org/wikipedia/commons/1/14/Bureau_and_Room.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Cow and Fiddle;;Tableau;https://upload.wikimedia.org/wikipedia/commons/2/2c/Cow_and_Fiddle.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Englishman in Moscow;;Tableau;https://upload.wikimedia.org/wikipedia/commons/7/71/Englishman_in_Moscow.jpg
Kazimir Malevich;1879 - 1935;Suprematism;Composition with the Mona Lisa;;Tableau;https://upload.wikimedia.org/wikipedia/commons/4/4b/Kazimir_Malevich%2C_1914%2C_Composition_with_the_Mona_Lisa%2C_oil%2C_collage_and_graphite_on_canvas%2C_62.5_%C3%97_49.3_cm%2C_Russian_Museum.jpg
Joan Miro;1893 ð 1983;Surrealism;;;Sculpture;https://upload.wikimedia.org/wikipedia/commons/e/ed/Les_Fusains.jpg
Joan Miro;1893 ð 1983;Surrealism;Pla de l'Os;;Sculpture;https://upload.wikimedia.org/wikipedia/commons/e/e6/JuanMiroMosaic.jpg
Joan Miro;1893 ð 1983;Surrealism;;;Sculpture;https://upload.wikimedia.org/wikipedia/commons/e/ec/MNCARS_Patio_Escultura_Miro.JPG
Joan Miro;1893 ð 1983;Surrealism;;;Sculpture;https://upload.wikimedia.org/wikipedia/commons/a/a1/Hakone_open_air_museum_%2810%29.jpg
Joan Miro;1893 ð 1983;Surrealism;Grande Maternite;;Sculpture;https://upload.wikimedia.org/wikipedia/commons/0/03/Grande_Maternite.JPG
Joan Miro;1893 ð 1983;Surrealism;;Fundacið Joan Mirð;Sculpture;https://upload.wikimedia.org/wikipedia/commons/0/03/Fundaci%C3%B3_Mir%C3%B3_P1370077.JPG
Joan Miro;1893 ð 1983;Surrealism;;;Sculpture;https://upload.wikimedia.org/wikipedia/commons/7/76/Fundaci%C3%B3_Joan_Mir%C3%B3%2C_Top_View.jpg
Gustav Klimt;1862 - 1918;Symbolism;IdylleIdylls;Vienna Museum;Tableau;https://upload.wikimedia.org/wikipedia/commons/d/dd/Idylle_%28Idylls%29.jpg
Gustav Klimt;1862 - 1918;Symbolism;Der BlindeThe Blind Man;Leopold Museum;Tableau;https://upload.wikimedia.org/wikipedia/commons/6/69/Gustav_Klimt_-_Blind_Man_-_Google_Art_Project.jpg
Gustav Klimt;1862 - 1918;Symbolism;Stiller Weiher (Egelsee bei Golling, Salzburg)Tranquil Pond;Leopold Museum;Tableau;https://upload.wikimedia.org/wikipedia/commons/e/ec/Gustav_Klimt_-_Tranquil_Pond_%28Egelsee_near_Golling%2C_Salzburg%29_-_Google_Art_Project.jpg
Gustav Klimt;1862 - 1918;Symbolism;Jurisprudence;;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/9d/Jurisprudence-final-state-1907.jpg
Gustav Klimt;1862 - 1918;Symbolism;Medicine;;Tableau;https://upload.wikimedia.org/wikipedia/commons/c/c8/Klimtmedicinephoto.jpg
Gustav Klimt;1862 - 1918;Symbolism;Medicine;;Tableau;https://upload.wikimedia.org/wikipedia/commons/4/4c/Klimt_hygeia.jpg
Gustav Klimt;1862 - 1918;Symbolism;Philosophie;;Tableau;https://upload.wikimedia.org/wikipedia/commons/d/de/Philosophy-final-state-1907.jpg
Gustav Klimt;1862 - 1918;Symbolism;Schubert am KlavierSchubert at the Piano;;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/90/Schubert-Klimt.jpg
Gustav Klimt;1862 - 1918;Symbolism;Judith and the Head of Holofernes;;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/92/Gustav_Klimt_039.jpg
Gustav Klimt;1862 - 1918;Symbolism;The Beethoven Frieze: The Hostile Powers;Secession Building;Tableau;https://upload.wikimedia.org/wikipedia/commons/9/9e/Gustav-Klimt-The-Beethoven-Frieze-The-Hostile-Powers.-Far-Wall.jpg
